word,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10
並列連結,0.3213620910814812,-0.2820918023547448,0.068651840971428,-0.3257703658665186,0.2893665181293523,-0.1772865605144347,0.251737315418071,-0.1015519172569628,0.0876743699993203,-0.0268944145642469
抽象的実体,-0.0277902387417032,0.0210218201403455,0.0506125043681694,0.0132227368330389,-0.0170068370932291,0.0518008788728505,-0.0427635620654544,0.020007669329182,-0.0188769216697896,0.0172177422711748
防衛計画,-0.441314130813879,0.21448464493772,0.1016799718541784,-0.0171583771253768,-0.2929502591351402,0.3781366556614681,-0.0567775885952299,0.0840802108121032,-0.0581546282922442,-0.0423776535293615
防衛政策,-0.441314130813879,0.21448464493772,0.1016799718541784,-0.0171583771253768,-0.2929502591351402,0.3781366556614681,-0.0567775885952299,0.0840802108121032,-0.0581546282922442,-0.0423776535293615
集り,0.024758973994904,0.0216068230818631,0.0883880119565655,0.0293189081518713,-0.012645547418322,0.0255465857406141,-0.0105410113113987,0.0160740156456156,-0.0381021200741498,-0.0006636586174169
グループ,0.024758973994904,0.0216068230818631,0.0883880119565655,0.0293189081518713,-0.012645547418322,0.0255465857406141,-0.0105410113113987,0.0160740156456156,-0.0381021200741498,-0.0006636586174169
集まり,0.024758973994904,0.0216068230818631,0.0883880119565655,0.0293189081518713,-0.012645547418322,0.0255465857406141,-0.0105410113113987,0.0160740156456156,-0.0381021200741498,-0.0006636586174169
コミュニケーター,-0.0484264678233259,-0.0156937633073083,-0.1342565032597503,0.0179433898899267,0.0041515481557539,-0.0966258997782016,0.0853264724808422,0.0005302426113096,0.0297420134928498,-0.0437065065937693
ボズウェル,-0.1026471785459139,-0.069262509463846,-0.4253289237896327,-2.118982068557187e-06,0.0146276727534293,-0.2811618777605135,0.3099354205567202,-0.0031228922364647,0.1530426973164128,-0.1662673986123126
精神状態,-0.0698064324560167,0.1994748630077134,0.038283382621475,0.138702083064592,0.1506212194500411,0.3510449621219408,-0.1269854445269939,0.0202601160474498,-0.079464140707108,0.1547916388328543
役割,-0.096524670087892,0.2755686319613542,0.0384694908192784,0.1875757985962168,0.20838685273444,0.4758869201988938,-0.1633816818967043,0.0232597518809793,-0.1133755340744426,0.2070095374602077
区域,0.1095261709558905,0.0334273159358179,0.0155253256067641,-0.0382692956876133,0.0253581886102258,-0.05011162942647,-0.0008908886372783,-0.0098452206834351,-0.0537235217806753,-0.0290548700199005
エリヤ,0.1095261709558905,0.0334273159358179,0.0155253256067641,-0.0382692956876133,0.0253581886102258,-0.05011162942647,-0.0008908886372783,-0.0098452206834351,-0.0537235217806753,-0.0290548700199005
エリア,0.1095261709558905,0.0334273159358179,0.0155253256067641,-0.0382692956876133,0.0253581886102258,-0.05011162942647,-0.0008908886372783,-0.0098452206834351,-0.0537235217806753,-0.0290548700199005
リージョン,0.1095261709558905,0.0334273159358179,0.0155253256067641,-0.0382692956876133,0.0253581886102258,-0.05011162942647,-0.0008908886372783,-0.0098452206834351,-0.0537235217806753,-0.0290548700199005
地帯,0.1095261709558905,0.0334273159358179,0.0155253256067641,-0.0382692956876133,0.0253581886102258,-0.05011162942647,-0.0008908886372783,-0.0098452206834351,-0.0537235217806753,-0.0290548700199005
地方,0.1095261709558905,0.0334273159358179,0.0155253256067641,-0.0382692956876133,0.0253581886102258,-0.05011162942647,-0.0008908886372783,-0.0098452206834351,-0.0537235217806753,-0.0290548700199005
一帯,0.1095261709558905,0.0334273159358179,0.0155253256067641,-0.0382692956876133,0.0253581886102258,-0.05011162942647,-0.0008908886372783,-0.0098452206834351,-0.0537235217806753,-0.0290548700199005
地域,0.1095261709558905,0.0334273159358179,0.0155253256067641,-0.0382692956876133,0.0253581886102258,-0.05011162942647,-0.0008908886372783,-0.0098452206834351,-0.0537235217806753,-0.0290548700199005
アストラカン,0.4374014579646522,0.0426821428005627,-0.0674777946732584,-0.0946015903675319,0.199930458669026,-0.2431666983906415,0.0847012541930892,-0.0593312016788064,-0.3451982753226818,-0.1506588872629881
伏在静脈,0.1460267551958599,-0.148885475691701,-0.0329514050711408,-0.4433604562294398,-0.1682644118422129,-0.254495151934513,-0.2062009603097995,0.1828664981226398,0.1894090522720999,-0.1152092160983744
方向転換,-0.1448509270814813,0.106548200447997,0.2132353577917431,0.0294062492468561,-0.3648920844609242,0.2630768497202264,-0.3524901894851892,0.0061314979069206,-0.0007832905231076,0.1056496980172235
逸脱,-0.1547974366257199,0.1136616659838611,0.2280207851137199,0.031520945094703,-0.3881806639364729,0.280952404518293,-0.3759440015797507,0.0071701856068162,-0.0013475195531634,0.1130876912709787
変針,-0.1547974366257199,0.1136616659838611,0.2280207851137199,0.031520945094703,-0.3881806639364729,0.280952404518293,-0.3759440015797507,0.0071701856068162,-0.0013475195531634,0.1130876912709787
頭蓋動物,0.0649874392883106,0.0136343110734851,-0.1755785972895283,0.0589982570188493,0.0362045607465481,-0.0819224490673257,0.1793805356560515,-0.0976644526957975,0.0509841076959066,0.0207957772889737
脊椎動物,0.0649874392883106,0.0136343110734851,-0.1755785972895283,0.0589982570188493,0.0362045607465481,-0.0819224490673257,0.1793805356560515,-0.0976644526957975,0.0509841076959066,0.0207957772889737
ワーク,-0.0595379694563967,0.0273977602457234,0.0459197543928121,0.0102698335415973,-0.1322306469618542,0.1533101730343749,-0.1384219341781046,-0.0058757754896881,-0.0055271099209742,0.033113071113814
仕事,-0.0595379694563967,0.0273977602457234,0.0459197543928121,0.0102698335415973,-0.1322306469618542,0.1533101730343749,-0.1384219341781046,-0.0058757754896881,-0.0055271099209742,0.033113071113814
作業,-0.0595379694563967,0.0273977602457234,0.0459197543928121,0.0102698335415973,-0.1322306469618542,0.1533101730343749,-0.1384219341781046,-0.0058757754896881,-0.0055271099209742,0.033113071113814
河童の屁,-0.1399242920218642,0.0968854844315525,0.1652702505747493,0.0272368247132085,-0.2575466974873446,0.3974001010208982,-0.4011851270944266,-0.0213654115162986,-0.0384355914501217,0.0292138718819182
屁の河童,-0.1399242920218642,0.0968854844315525,0.1652702505747493,0.0272368247132085,-0.2575466974873446,0.3974001010208982,-0.4011851270944266,-0.0213654115162986,-0.0384355914501217,0.0292138718819182
朝駆けの駄賃,-0.1399242920218642,0.0968854844315525,0.1652702505747493,0.0272368247132085,-0.2575466974873446,0.3974001010208982,-0.4011851270944266,-0.0213654115162986,-0.0384355914501217,0.0292138718819182
御茶の子,-0.1399242920218642,0.0968854844315525,0.1652702505747493,0.0272368247132085,-0.2575466974873446,0.3974001010208982,-0.4011851270944266,-0.0213654115162986,-0.0384355914501217,0.0292138718819182
朝がけの駄賃,-0.1399242920218642,0.0968854844315525,0.1652702505747493,0.0272368247132085,-0.2575466974873446,0.3974001010208982,-0.4011851270944266,-0.0213654115162986,-0.0384355914501217,0.0292138718819182
お茶の子,-0.1399242920218642,0.0968854844315525,0.1652702505747493,0.0272368247132085,-0.2575466974873446,0.3974001010208982,-0.4011851270944266,-0.0213654115162986,-0.0384355914501217,0.0292138718819182
朝駆の駄賃,-0.1399242920218642,0.0968854844315525,0.1652702505747493,0.0272368247132085,-0.2575466974873446,0.3974001010208982,-0.4011851270944266,-0.0213654115162986,-0.0384355914501217,0.0292138718819182
朝飯前,-0.1399242920218642,0.0968854844315525,0.1652702505747493,0.0272368247132085,-0.2575466974873446,0.3974001010208982,-0.4011851270944266,-0.0213654115162986,-0.0384355914501217,0.0292138718819182
化粧品,0.0200725901815439,-0.0738598320095475,0.0508330182969887,-0.0461585056790273,0.0635691578342977,-0.0208059471504632,0.0008198305989085,0.000465254397591,0.0258970578545876,-0.0307431119703145
撒布剤,0.0618816388519631,-0.3411949452705017,0.0634842807338972,-0.180076821450334,0.0610222700720577,-0.2550304612227941,-0.0215776517341377,0.0675031303053248,0.1742729332435858,-0.2726537803094863
句切符号,-0.0822134494649996,0.1322049876931205,0.0359638366955098,0.0591329732292716,-0.007258696417961,0.2227658182986549,-0.262429717332688,0.2158480791199603,-0.3455204046523498,0.3554823538276638
句読,-0.0822134494649996,0.1322049876931205,0.0359638366955098,0.0591329732292716,-0.007258696417961,0.2227658182986549,-0.262429717332688,0.2158480791199603,-0.3455204046523498,0.3554823538276638
胡麻点,-0.0822134494649996,0.1322049876931205,0.0359638366955098,0.0591329732292716,-0.007258696417961,0.2227658182986549,-0.262429717332688,0.2158480791199603,-0.3455204046523498,0.3554823538276638
読み切り点,-0.0822134494649996,0.1322049876931205,0.0359638366955098,0.0591329732292716,-0.007258696417961,0.2227658182986549,-0.262429717332688,0.2158480791199603,-0.3455204046523498,0.3554823538276638
読切り点,-0.0822134494649996,0.1322049876931205,0.0359638366955098,0.0591329732292716,-0.007258696417961,0.2227658182986549,-0.262429717332688,0.2158480791199603,-0.3455204046523498,0.3554823538276638
読切点,-0.0822134494649996,0.1322049876931205,0.0359638366955098,0.0591329732292716,-0.007258696417961,0.2227658182986549,-0.262429717332688,0.2158480791199603,-0.3455204046523498,0.3554823538276638
句読点,-0.0822134494649996,0.1322049876931205,0.0359638366955098,0.0591329732292716,-0.007258696417961,0.2227658182986549,-0.262429717332688,0.2158480791199603,-0.3455204046523498,0.3554823538276638
点,-0.0822134494649996,0.1322049876931205,0.0359638366955098,0.0591329732292716,-0.007258696417961,0.2227658182986549,-0.262429717332688,0.2158480791199603,-0.3455204046523498,0.3554823538276638
句切り符号,-0.0822134494649996,0.1322049876931205,0.0359638366955098,0.0591329732292716,-0.007258696417961,0.2227658182986549,-0.262429717332688,0.2158480791199603,-0.3455204046523498,0.3554823538276638
パンクチュエーション,-0.0822134494649996,0.1322049876931205,0.0359638366955098,0.0591329732292716,-0.007258696417961,0.2227658182986549,-0.262429717332688,0.2158480791199603,-0.3455204046523498,0.3554823538276638
ちょん,-0.0822134494649996,0.1322049876931205,0.0359638366955098,0.0591329732292716,-0.007258696417961,0.2227658182986549,-0.262429717332688,0.2158480791199603,-0.3455204046523498,0.3554823538276638
ごま点,-0.0822134494649996,0.1322049876931205,0.0359638366955098,0.0591329732292716,-0.007258696417961,0.2227658182986549,-0.262429717332688,0.2158480791199603,-0.3455204046523498,0.3554823538276638
シングルクォート,-0.0863073172164347,0.1381862580193211,0.038335207158869,0.0623846174133043,-0.0076090322319578,0.2331701535345408,-0.2740731323154413,0.2249751538293948,-0.3607281396265571,0.3710899929974546
悪性腫瘍,-0.1634025913640314,0.1803902406681755,0.0871249149560993,0.146080262035416,0.2226510481024774,0.4492992300324078,-0.0962755656859547,-0.0135371664738838,-0.1713934507972928,0.1469539421524227
肺がん,-0.1761979843259485,0.1955285085300219,0.0951813836567425,0.1589236338262237,0.2406815215352041,0.4852124035859582,-0.1037615265238156,-0.0141298314041793,-0.1857627005672866,0.1587617774663646
肺ガン,-0.1761979843259485,0.1955285085300219,0.0951813836567425,0.1589236338262237,0.2406815215352041,0.4852124035859582,-0.1037615265238156,-0.0141298314041793,-0.1857627005672866,0.1587617774663646
肺癌,-0.1761979843259485,0.1955285085300219,0.0951813836567425,0.1589236338262237,0.2406815215352041,0.4852124035859582,-0.1037615265238156,-0.0141298314041793,-0.1857627005672866,0.1587617774663646
糞虫,0.0726331922392364,0.0897161669916434,-0.386437188682308,-0.01387189904316,0.0578954521624786,-0.2392811268558827,0.3113376753928462,-0.2700653386585681,0.113709368096689,0.0889047936755135
スカラベ,0.0726331922392364,0.0897161669916434,-0.386437188682308,-0.01387189904316,0.0578954521624786,-0.2392811268558827,0.3113376753928462,-0.2700653386585681,0.113709368096689,0.0889047936755135
角速度,-0.2224899579101171,0.1938816064236456,0.3798809453174757,-0.1162165809671922,0.1425850214084477,0.30175673274848,-0.1174822481354104,0.2668897701607046,-0.0135190328309831,0.1603291918521975
フルフェナジン,-0.023733556591037,-0.3415505582992209,0.0994683611365031,-0.1514855485491817,-0.0301058495164729,-0.2807505059290519,-0.1681398462148614,0.190559216999302,0.2357914881431013,-0.3358174542886937
調味料,0.0369639501128054,-0.2537766307070813,0.0425567079413654,-0.1046656561254716,-0.0012261017167776,-0.2103716664595502,-0.146506203103155,0.1293646734438986,0.1894429211634641,-0.1625901367914748
引掛り,-0.0425662968355667,-0.0085938147609592,0.0618619926325363,-0.0365532090845669,0.0149672670446456,-0.0076693540017958,-0.012524842454949,0.0534467619029832,0.0119063290087087,0.0161015995751349
引っ掛り,-0.0425662968355667,-0.0085938147609592,0.0618619926325363,-0.0365532090845669,0.0149672670446456,-0.0076693540017958,-0.012524842454949,0.0534467619029832,0.0119063290087087,0.0161015995751349
縁,-0.0425662968355667,-0.0085938147609592,0.0618619926325363,-0.0365532090845669,0.0149672670446456,-0.0076693540017958,-0.012524842454949,0.0534467619029832,0.0119063290087087,0.0161015995751349
むすび付き,-0.0425662968355667,-0.0085938147609592,0.0618619926325363,-0.0365532090845669,0.0149672670446456,-0.0076693540017958,-0.012524842454949,0.0534467619029832,0.0119063290087087,0.0161015995751349
係り合い,-0.0425662968355667,-0.0085938147609592,0.0618619926325363,-0.0365532090845669,0.0149672670446456,-0.0076693540017958,-0.012524842454949,0.0534467619029832,0.0119063290087087,0.0161015995751349
コネクション,-0.0425662968355667,-0.0085938147609592,0.0618619926325363,-0.0365532090845669,0.0149672670446456,-0.0076693540017958,-0.012524842454949,0.0534467619029832,0.0119063290087087,0.0161015995751349
関連性,-0.0425662968355667,-0.0085938147609592,0.0618619926325363,-0.0365532090845669,0.0149672670446456,-0.0076693540017958,-0.012524842454949,0.0534467619029832,0.0119063290087087,0.0161015995751349
関係,-0.0425662968355667,-0.0085938147609592,0.0618619926325363,-0.0365532090845669,0.0149672670446456,-0.0076693540017958,-0.012524842454949,0.0534467619029832,0.0119063290087087,0.0161015995751349
係わりあい,-0.0425662968355667,-0.0085938147609592,0.0618619926325363,-0.0365532090845669,0.0149672670446456,-0.0076693540017958,-0.012524842454949,0.0534467619029832,0.0119063290087087,0.0161015995751349
引掛,-0.0425662968355667,-0.0085938147609592,0.0618619926325363,-0.0365532090845669,0.0149672670446456,-0.0076693540017958,-0.012524842454949,0.0534467619029832,0.0119063290087087,0.0161015995751349
結付き,-0.0425662968355667,-0.0085938147609592,0.0618619926325363,-0.0365532090845669,0.0149672670446456,-0.0076693540017958,-0.012524842454949,0.0534467619029832,0.0119063290087087,0.0161015995751349
引掛かり,-0.0425662968355667,-0.0085938147609592,0.0618619926325363,-0.0365532090845669,0.0149672670446456,-0.0076693540017958,-0.012524842454949,0.0534467619029832,0.0119063290087087,0.0161015995751349
掛かりあい,-0.0425662968355667,-0.0085938147609592,0.0618619926325363,-0.0365532090845669,0.0149672670446456,-0.0076693540017958,-0.012524842454949,0.0534467619029832,0.0119063290087087,0.0161015995751349
関連,-0.0425662968355667,-0.0085938147609592,0.0618619926325363,-0.0365532090845669,0.0149672670446456,-0.0076693540017958,-0.012524842454949,0.0534467619029832,0.0119063290087087,0.0161015995751349
連絡,-0.0425662968355667,-0.0085938147609592,0.0618619926325363,-0.0365532090845669,0.0149672670446456,-0.0076693540017958,-0.012524842454949,0.0534467619029832,0.0119063290087087,0.0161015995751349
関わり,-0.0425662968355667,-0.0085938147609592,0.0618619926325363,-0.0365532090845669,0.0149672670446456,-0.0076693540017958,-0.012524842454949,0.0534467619029832,0.0119063290087087,0.0161015995751349
リレーション,-0.0425662968355667,-0.0085938147609592,0.0618619926325363,-0.0365532090845669,0.0149672670446456,-0.0076693540017958,-0.012524842454949,0.0534467619029832,0.0119063290087087,0.0161015995751349
掛りあい,-0.0425662968355667,-0.0085938147609592,0.0618619926325363,-0.0365532090845669,0.0149672670446456,-0.0076693540017958,-0.012524842454949,0.0534467619029832,0.0119063290087087,0.0161015995751349
掛り合い,-0.0425662968355667,-0.0085938147609592,0.0618619926325363,-0.0365532090845669,0.0149672670446456,-0.0076693540017958,-0.012524842454949,0.0534467619029832,0.0119063290087087,0.0161015995751349
連関,-0.0425662968355667,-0.0085938147609592,0.0618619926325363,-0.0365532090845669,0.0149672670446456,-0.0076693540017958,-0.012524842454949,0.0534467619029832,0.0119063290087087,0.0161015995751349
繋り,-0.0425662968355667,-0.0085938147609592,0.0618619926325363,-0.0365532090845669,0.0149672670446456,-0.0076693540017958,-0.012524842454949,0.0534467619029832,0.0119063290087087,0.0161015995751349
間,-0.0425662968355667,-0.0085938147609592,0.0618619926325363,-0.0365532090845669,0.0149672670446456,-0.0076693540017958,-0.012524842454949,0.0534467619029832,0.0119063290087087,0.0161015995751349
繋がり,-0.0425662968355667,-0.0085938147609592,0.0618619926325363,-0.0365532090845669,0.0149672670446456,-0.0076693540017958,-0.012524842454949,0.0534467619029832,0.0119063290087087,0.0161015995751349
係わり,-0.0425662968355667,-0.0085938147609592,0.0618619926325363,-0.0365532090845669,0.0149672670446456,-0.0076693540017958,-0.012524842454949,0.0534467619029832,0.0119063290087087,0.0161015995751349
係り,-0.0425662968355667,-0.0085938147609592,0.0618619926325363,-0.0365532090845669,0.0149672670446456,-0.0076693540017958,-0.012524842454949,0.0534467619029832,0.0119063290087087,0.0161015995751349
結びつき,-0.0425662968355667,-0.0085938147609592,0.0618619926325363,-0.0365532090845669,0.0149672670446456,-0.0076693540017958,-0.012524842454949,0.0534467619029832,0.0119063290087087,0.0161015995751349
掛かり合い,-0.0425662968355667,-0.0085938147609592,0.0618619926325363,-0.0365532090845669,0.0149672670446456,-0.0076693540017958,-0.012524842454949,0.0534467619029832,0.0119063290087087,0.0161015995751349
因縁,-0.0425662968355667,-0.0085938147609592,0.0618619926325363,-0.0365532090845669,0.0149672670446456,-0.0076693540017958,-0.012524842454949,0.0534467619029832,0.0119063290087087,0.0161015995751349
引っ掛かり,-0.0425662968355667,-0.0085938147609592,0.0618619926325363,-0.0365532090845669,0.0149672670446456,-0.0076693540017958,-0.012524842454949,0.0534467619029832,0.0119063290087087,0.0161015995751349
結び付き,-0.0425662968355667,-0.0085938147609592,0.0618619926325363,-0.0365532090845669,0.0149672670446456,-0.0076693540017958,-0.012524842454949,0.0534467619029832,0.0119063290087087,0.0161015995751349
かかわり合い,-0.0425662968355667,-0.0085938147609592,0.0618619926325363,-0.0365532090845669,0.0149672670446456,-0.0076693540017958,-0.012524842454949,0.0534467619029832,0.0119063290087087,0.0161015995751349
係りあい,-0.0425662968355667,-0.0085938147609592,0.0618619926325363,-0.0365532090845669,0.0149672670446456,-0.0076693540017958,-0.012524842454949,0.0534467619029832,0.0119063290087087,0.0161015995751349
引っかかり,-0.0425662968355667,-0.0085938147609592,0.0618619926325363,-0.0365532090845669,0.0149672670446456,-0.0076693540017958,-0.012524842454949,0.0534467619029832,0.0119063290087087,0.0161015995751349
かかり合い,-0.0425662968355667,-0.0085938147609592,0.0618619926325363,-0.0365532090845669,0.0149672670446456,-0.0076693540017958,-0.012524842454949,0.0534467619029832,0.0119063290087087,0.0161015995751349
縁故,-0.0425662968355667,-0.0085938147609592,0.0618619926325363,-0.0365532090845669,0.0149672670446456,-0.0076693540017958,-0.012524842454949,0.0534467619029832,0.0119063290087087,0.0161015995751349
所縁,-0.0425662968355667,-0.0085938147609592,0.0618619926325363,-0.0365532090845669,0.0149672670446456,-0.0076693540017958,-0.012524842454949,0.0534467619029832,0.0119063290087087,0.0161015995751349
係わり合い,-0.0425662968355667,-0.0085938147609592,0.0618619926325363,-0.0365532090845669,0.0149672670446456,-0.0076693540017958,-0.012524842454949,0.0534467619029832,0.0119063290087087,0.0161015995751349
結付,-0.0425662968355667,-0.0085938147609592,0.0618619926325363,-0.0365532090845669,0.0149672670446456,-0.0076693540017958,-0.012524842454949,0.0534467619029832,0.0119063290087087,0.0161015995751349
資源,-0.1729521991793379,0.161423354796345,0.3078046168782452,0.0354160358838447,-0.0386109225687764,0.2140729780759776,-0.0722099931415552,0.2222936824713148,-0.0928228099741994,0.2207837097087407
リソース,-0.1729521991793379,0.161423354796345,0.3078046168782452,0.0354160358838447,-0.0386109225687764,0.2140729780759776,-0.0722099931415552,0.2222936824713148,-0.0928228099741994,0.2207837097087407
気がまえ,-0.1570732897650902,0.0546938983787734,0.0607553132820984,-0.0061110018250989,-0.0966569471309724,0.1364136144430353,-0.030552806942304,0.0449028902006913,-0.0296914900247026,-0.0038639697055114
気宇,-0.1570732897650902,0.0546938983787734,0.0607553132820984,-0.0061110018250989,-0.0966569471309724,0.1364136144430353,-0.030552806942304,0.0449028902006913,-0.0296914900247026,-0.0038639697055114
気構,-0.1570732897650902,0.0546938983787734,0.0607553132820984,-0.0061110018250989,-0.0966569471309724,0.1364136144430353,-0.030552806942304,0.0449028902006913,-0.0296914900247026,-0.0038639697055114
気組み,-0.1570732897650902,0.0546938983787734,0.0607553132820984,-0.0061110018250989,-0.0966569471309724,0.1364136144430353,-0.030552806942304,0.0449028902006913,-0.0296914900247026,-0.0038639697055114
心構,-0.1570732897650902,0.0546938983787734,0.0607553132820984,-0.0061110018250989,-0.0966569471309724,0.1364136144430353,-0.030552806942304,0.0449028902006913,-0.0296914900247026,-0.0038639697055114
心がまえ,-0.1570732897650902,0.0546938983787734,0.0607553132820984,-0.0061110018250989,-0.0966569471309724,0.1364136144430353,-0.030552806942304,0.0449028902006913,-0.0296914900247026,-0.0038639697055114
姿勢,-0.1570732897650902,0.0546938983787734,0.0607553132820984,-0.0061110018250989,-0.0966569471309724,0.1364136144430353,-0.030552806942304,0.0449028902006913,-0.0296914900247026,-0.0038639697055114
素振り,-0.1570732897650902,0.0546938983787734,0.0607553132820984,-0.0061110018250989,-0.0966569471309724,0.1364136144430353,-0.030552806942304,0.0449028902006913,-0.0296914900247026,-0.0038639697055114
心術,-0.1570732897650902,0.0546938983787734,0.0607553132820984,-0.0061110018250989,-0.0966569471309724,0.1364136144430353,-0.030552806942304,0.0449028902006913,-0.0296914900247026,-0.0038639697055114
出方,-0.1570732897650902,0.0546938983787734,0.0607553132820984,-0.0061110018250989,-0.0966569471309724,0.1364136144430353,-0.030552806942304,0.0449028902006913,-0.0296914900247026,-0.0038639697055114
気構え,-0.1570732897650902,0.0546938983787734,0.0607553132820984,-0.0061110018250989,-0.0966569471309724,0.1364136144430353,-0.030552806942304,0.0449028902006913,-0.0296914900247026,-0.0038639697055114
心用意,-0.1570732897650902,0.0546938983787734,0.0607553132820984,-0.0061110018250989,-0.0966569471309724,0.1364136144430353,-0.030552806942304,0.0449028902006913,-0.0296914900247026,-0.0038639697055114
態度,-0.1570732897650902,0.0546938983787734,0.0607553132820984,-0.0061110018250989,-0.0966569471309724,0.1364136144430353,-0.030552806942304,0.0449028902006913,-0.0296914900247026,-0.0038639697055114
